المنطقة,المدينة,المدينة / الحي,الرقم المرجعي للصفقة,تاريخ الصفقة ميلادي,تاريخ الصفقة هجري,تصنيف العقار,عدد العقارات,السعر,المساحة
منطقة مكة المكرمه,جده,جده/ المروة ,34997148,2026/02/05,1447/08/17,سكني,1,"630,000",208.43
منطقة مكة المكرمه,جده,جده/ المروة ,34987835,2026/02/05,1447/08/17,سكني,1,"403,211",127.05
منطقة مكة المكرمه,جده,جده/ الواحة ,35002432,2026/02/05,1447/08/17,سكني,1,"573,270",31.18
منطقة مكة المكرمه,جده,جده/ الواحة ,34999419,2026/02/05,1447/08/17,سكني,1,"660,000",161.48
منطقة مكة المكرمه,جده,جده/ الواحة ,34996784,2026/02/05,1447/08/17,سكني,1,"607,000",38.99
منطقة مكة المكرمه,جده,جده/ الواحة ,35004407,2026/02/05,1447/08/17,سكني,1,"429,000",146.47
منطقة مكة المكرمه,جده,جده/ الواحة ,35002929,2026/02/05,1447/08/17,سكني,1,"429,000",146.47
منطقة مكة المكرمه,جده,جده/ الواحة ,34998997,2026/02/05,1447/08/17,سكني,1,"440,000",130.95
منطقة مكة المكرمه,جده,جده/ الواحة ,34998932,2026/02/05,1447/08/17,سكني,1,"329,000",99.64
منطقة مكة المكرمه,جده,جده/ الواحة ,35001829,2026/02/05,1447/08/17,سكني,1,"449,000",146.47
منطقة مكة المكرمه,جده,جده/ الواحة ,35002256,2026/02/05,1447/08/17,سكني,1,"439,000",131.23
منطقة مكة المكرمه,جده,جده/ الواحة ,35004194,2026/02/05,1447/08/17,سكني,1,"439,000",131.23
منطقة مكة المكرمه,جده,جده/ النسيم ,34999243,2026/02/05,1447/08/17,سكني,1,"545,000",125.34
منطقة مكة المكرمه,جده,جده/ المنار ,35001349,2026/02/05,1447/08/17,سكني,1,"310,000",100.79
منطقة مكة المكرمه,جده,جده/ المنار ,34992032,2026/02/05,1447/08/17,سكني,1,"270,000",86.15
منطقة مكة المكرمه,جده,جده/ اللؤلؤ ,35003798,2026/02/05,1447/08/17,سكني,1,"1,000,000",400.00
منطقة مكة المكرمه,جده,جده/ اللؤلؤ ,34999542,2026/02/05,1447/08/17,سكني,1,"1,120,000",395.50
منطقة الرياض,ضرماء,ضرماء/أخرى,34987288,2026/02/05,1447/08/17,زراعي,1,"700,000","3,500.00"
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ العريض ,34990723,2026/02/05,1447/08/17,سكني,1,"2,550,000",740.00
منطقة مكة المكرمه,جده,جده/ مريخ ,34930753,2026/02/05,1447/08/17,سكني,1,"300,000",93.13
منطقة مكة المكرمه,جده,جده/ مريخ ,34986987,2026/02/05,1447/08/17,سكني,1,"260,000",114.59
منطقة مكة المكرمه,جده,جده/ مريخ ,35001351,2026/02/05,1447/08/17,سكني,1,"595,000",222.41
منطقة مكة المكرمه,جده,جده/ مريخ ,35003418,2026/02/05,1447/08/17,سكني,1,"250,000",95.23
منطقة القصيم,بريده,بريده/ الشقة ,35003469,2026/02/05,1447/08/17,سكني,1,"60,000",375.00
منطقة القصيم,بريده,بريده/ الشقة ,35003274,2026/02/05,1447/08/17,سكني,1,"60,000",375.00
منطقة الرياض,الرياض,الرياض/النسيم,34961643,2026/02/05,1447/08/17,سكني,1,"1,494,160",460.00
منطقة حائل,الغزاله,الغزاله/ الشمالى ,34963122,2026/02/05,1447/08/17,سكني,1,"66,000",700.00
منطقة حائل,الغزاله,الغزاله/ الشمالى ,34996897,2026/02/05,1447/08/17,سكني,1,"50,000",735.00
منطقة الرياض,رماح,رماح/أخرى,34993287,2026/02/05,1447/08/17,سكني,1,"100,000",340.88
منطقة المدينة المنوره,المهد,المهد/أخرى,34998724,2026/02/05,1447/08/17,زراعي,1,"500,000","50,000.00"
منطقة المدينة المنوره,المهد,المهد/أخرى,34998286,2026/02/05,1447/08/17,زراعي,1,"500,000","72,500.00"
منطقة عسير,خميس مشيط,خميس مشيط/ أحد ,34990840,2026/02/05,1447/08/17,سكني,1,"730,712",300.00
منطقة عسير,خميس مشيط,خميس مشيط/ الرصراص 2 ,34993507,2026/02/05,1447/08/17,سكني,1,"119,000",390.00
منطقة عسير,خميس مشيط,خميس مشيط/ شمال الطريق المزدوج المؤدى لتندحة ,34991840,2026/02/05,1447/08/17,سكني,1,"354,864",305.30
منطقة مكة المكرمه,جده,جده/ الرياض ,35001348,2026/02/05,1447/08/17,سكني,1,"737,500",719.97
منطقة مكة المكرمه,جده,جده/ الرياض ,35001488,2026/02/05,1447/08/17,سكني,1,"737,500",719.96
منطقة مكة المكرمه,جده,جده/ الرياض ,34997310,2026/02/05,1447/08/17,سكني,1,"390,000",312.50
منطقة القصيم,بريده,بريده/ الرابية ,34997054,2026/02/05,1447/08/17,سكني,1,"150,000","1,139.79"
منطقة القصيم,بريده,بريده/ الرابية ,34996602,2026/02/05,1447/08/17,سكني,1,"150,000","1,107.50"
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ العريض بالحرة الشرقية ,34998036,2026/02/05,1447/08/17,سكني,1,"3,150,000",506.00
منطقة مكة المكرمه,جده,جده/الربوه,35003162,2026/02/05,1447/08/17,سكني,1,"420,000",113.07
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الدفاع والطيران بغرب مطار المدينة ,34951741,2026/02/05,1447/08/17,سكني,1,"600,000",400.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الرانوناء ,35003984,2026/02/05,1447/08/17,سكني,1,"350,000",151.21
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الدويخلة ,34990796,2026/02/05,1447/08/17,سكني,1,"650,000",177.22
منطقة الرياض,الارطاويه,الارطاويه/أخرى,34994125,2026/02/05,1447/08/17,سكني,1,"450,000",572.00
منطقة الرياض,الرياض,الرياض/نمار,35000398,2026/02/05,1447/08/17,سكني,1,"600,000",375.00
منطقة الرياض,الرياض,الرياض/نمار,34993299,2026/02/05,1447/08/17,سكني,1,"360,000",288.00
منطقة الرياض,الرياض,الرياض/نمار,35001287,2026/02/05,1447/08/17,سكني,1,"475,000",428.00
منطقة الرياض,الرياض,الرياض/نمار,34993859,2026/02/05,1447/08/17,سكني,1,"550,000",432.00
منطقة القصيم,قبه,قبه/أخرى,34993541,2026/02/05,1447/08/17,سكني,1,"10,000",700.00
منطقة الباحة,العقيق,العقيق/أخرى,34987328,2026/02/05,1447/08/17,زراعي,1,"100,000","26,409.00"
منطقة عسير,ابها,ابها/ الشرقية ,34995077,2026/02/05,1447/08/17,سكني,1,"1,107,752",330.00
منطقة عسير,ابها,ابها/ الشرقية ,34996502,2026/02/05,1447/08/17,سكني,1,"450,000",203.72
منطقة نجران,نجران,نجران/ الشرفه الشماليه ,35004627,2026/02/05,1447/08/17,سكني,1,"50,000",741.00
منطقة مكة المكرمه,رنيه,رنيه/ البروج ,34993818,2026/02/05,1447/08/17,تجاري,1,"528,789",562.50
منطقة الجوف,طبرجل,طبرجل/أخرى,34900515,2026/02/05,1447/08/17,سكني,1,"200,000","19,212.58"
منطقة الجوف,طبرجل,طبرجل/أخرى,34993487,2026/02/05,1447/08/17,سكني,1,"90,000",495.50
منطقة الباحة,الباحه,الباحه/أخرى,34995215,2026/02/05,1447/08/17,سكني,1,"495,000","1,454.94"
منطقة حائل,الحائط,الحائط/أخرى,34999332,2026/02/05,1447/08/17,سكني,1,"5,000",411.07
منطقة حائل,الروضة,الروضة/ الروضة ,34986703,2026/02/05,1447/08/17,سكني,1,"40,000",400.00
منطقة مكة المكرمه,رابغ,رابغ/ النعيم ,34993422,2026/02/05,1447/08/17,سكني,1,"500,000",722.75
منطقة مكة المكرمه,رابغ,رابغ/ النعيم ,34993767,2026/02/05,1447/08/17,سكني,1,"250,000",700.00
منطقة مكة المكرمه,رابغ,رابغ/ النعيم ,34998839,2026/02/05,1447/08/17,سكني,1,"400,000",675.00
منطقة مكة المكرمه,رابغ,رابغ/أخرى,34998947,2026/02/05,1447/08/17,سكني,1,"150,000",377.50
منطقة الرياض,الرياض,الرياض/ إشبيلية ,35001861,2026/02/05,1447/08/17,سكني,1,"7,774,500",782.45
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الصويدرة ,34993792,2026/02/05,1447/08/17,سكني,1,"120,000",652.05
منطقة نجران,ثار,ثار/أخرى,35002745,2026/02/05,1447/08/17,سكني,1,"10,000",600.00
منطقة حائل,الشنان,الشنان/ الشنان ,34987621,2026/02/05,1447/08/17,سكني,1,"46,000",500.00
منطقة نجران,بدر الجنوب,بدر الجنوب/ الخضارة ,34993355,2026/02/05,1447/08/17,سكني,1,"5,000",737.00
منطقة نجران,بدر الجنوب,بدر الجنوب/ الخضارة ,34993551,2026/02/05,1447/08/17,سكني,1,"10,000",750.00
منطقة الرياض,الرياض,الرياض/الوشام,35002971,2026/02/05,1447/08/17,سكني,1,"770,000",133.78
منطقة الرياض,الرياض,الرياض/ لبن ,34997217,2026/02/05,1447/08/17,تجاري,1,"4,100,000","1,080.00"
منطقة الرياض,الرياض,الرياض/الوزارات,35001826,2026/02/05,1447/08/17,سكني,1,"850,000",112.50
منطقة الرياض,الرياض,الرياض/غرناطة,35004959,2026/02/05,1447/08/17,سكني,1,"800,000",143.82
منطقة مكة المكرمه,جده,جده/أبحر الجنوبية,34994938,2026/02/05,1447/08/17,سكني,1,"465,273",108.14
منطقة مكة المكرمه,جده,جده/ السلامة ,34986320,2026/02/05,1447/08/17,سكني,1,"635,000",147.27
منطقة مكة المكرمه,جده,جده/ السلامة ,34989452,2026/02/05,1447/08/17,سكني,1,"1,847,600",174.64
منطقة مكة المكرمه,جده,جده/ السلامة ,34986520,2026/02/05,1447/08/17,سكني,1,"945,000",197.38
منطقة مكة المكرمه,جده,جده/ السلامة ,34991320,2026/02/05,1447/08/17,سكني,1,"957,900",168.42
منطقة مكة المكرمه,جده,جده/ السلامة ,34997578,2026/02/05,1447/08/17,سكني,1,"710,000",178.10
منطقة الشرقية,الدمام,الدمام/ الشاطئ الشرقي ,35001315,2026/02/05,1447/08/17,سكني,1,"2,000,000",420.00
منطقة مكة المكرمه,جده,جده/ النعيم ,34997805,2026/02/05,1447/08/17,سكني,1,"690,000",132.30
منطقة مكة المكرمه,جده,جده/ أم السلم ,34995295,2026/02/05,1447/08/17,سكني,1,"435,000",149.27
منطقة مكة المكرمه,جده,جده/ النخيل ,35004206,2026/02/05,1447/08/17,سكني,1,"400,000",191.32
منطقة مكة المكرمه,جده,جده/ النزهة ,34998855,2026/02/05,1447/08/17,سكني,1,"380,000",148.68
منطقة مكة المكرمه,جده,جده/ النزهة ,34997072,2026/02/05,1447/08/17,سكني,1,"655,000",168.93
منطقة مكة المكرمه,جده,جده/ الجامعة ,34997469,2026/02/05,1447/08/17,سكني,1,"350,000",124.84
منطقة مكة المكرمه,جده,جده/ الجامعة ,34992024,2026/02/05,1447/08/17,سكني,1,"650,000",206.67
منطقة مكة المكرمه,جده,جده/ الجامعة ,34996253,2026/02/05,1447/08/17,سكني,1,"470,000",144.41
منطقة مكة المكرمه,جده,جده/ السلامة ,34986679,2026/02/05,1447/08/17,تجاري,1,"8,000,000",900.00
منطقة مكة المكرمه,جده,جده/ السلامة ,35002851,2026/02/05,1447/08/17,سكني,1,"615,000",111.94
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34998608,2026/02/05,1447/08/17,تجاري,1,"3,316,875","2,287.50"
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34998829,2026/02/05,1447/08/17,سكني,1,"3,316,875","2,287.50"
منطقة مكة المكرمه,جده,جده/العزيزية,34999346,2026/02/05,1447/08/17,سكني,1,"1,700,000",400.00
منطقة مكة المكرمه,جده,جده/العزيزية,34999732,2026/02/05,1447/08/17,سكني,1,"800,000",199.60
منطقة مكة المكرمه,جده,جده/العزيزية,34997688,2026/02/05,1447/08/17,سكني,1,"2,150,000",424.35
منطقة الرياض,الرياض,الرياض/النرجس,35002443,2026/02/05,1447/08/17,سكني,1,"1,280,000",204.31
منطقة الشرقية,الدمام,الدمام/ العزيزية ,34996516,2026/02/05,1447/08/17,سكني,1,"1,750,000",842.95
منطقة الشرقية,الدمام,الدمام/ الروضة ,35002732,2026/02/05,1447/08/17,سكني,1,"1,000,000",500.00
